10201800000110102417500333801 01000100003103019
102018000003102024015000000012          3121008
10201800000410102347500518801 01000300012137038
10201800000610202775800525901 01000400023106022
10201800000810302689200320401 01000300012117025
10201800000910203113600449701 01000100003126034
10201800001010301094800151201 01000400021140152
102018000011103024627000000011          3103046
102018000012101023883000000981          3145023
10201800001310102388300403301 01000200013120021
10201800001510202197200240601 01000200002134032
10201800001710202357100348001 01000300003132008
10201800001810102189200437801 01000300014111047
10201800001910102309400271101 01000200002127010
10201800002010302629900424801 01000200003102015
10201800002110302406500342001 01000100001140063
10201800002210302476000366901 01000100002107075
10201800002310102748600412301 01000200004123022
10201800002410302411400422001 01010101003142050
10201800002510102377700497701 01000200002131002
102018000026101007014000000011          3136005
10201800002710302432700312801 01000400023136009
102018000028102021801000000012          1101061
10201800002910202765600368801 01000100004129009
10201800003010202755700482201 01000300014111036
10201800003110201160600169601 01000200004114041
10201800003210302574300369401 01000200003135022
10201800003310202670100361301 01000200003126033
102018000034102007014000000011          3120005
102018000036101026229000000011          3115019
102018000037101024054000000011          3115011
10201800003810302405400388601 01000200013115011
102018000039101023055000000011          2117034
10201800004010302797700322201 01000100003104047
10201800004110302574300406301 01000100003135026
10201800004310202809400393301 01000100004100058
102018000044103021892000000012          4111047
10201800004510102865200370801 01000500024143012
10201800004610202685500433801 01000200001116018
10201800004710302197200240601 01000300022134032
10201800005010102391300323501 01000500033139006
10201800005110301021000188501 01000200003136001
10201800005210202314100538101 01000400021110002
102018000054103026892000000981          2133023
102018000055102025386000000011          3103020
102018000056101021955000000011          3144050
10201800005710102736600345101 01000300014108092
10201800005810102591500290201 01000400024108061
10201800005910102514100402301 01000200003150002
102018000060102023269000000011          2117049
10201800006110202376400339501 01000200003121051
102018000062101023571000000015          3132008
102018000064101023883000000011          3104023
102018000065101023089000000011          2134021
10201800006610202388300403301 01000100003120021
10201800006710302345500351801 01000100002134031
10201800006810202216900288201 01000100004143044
10201800006910202273900321001 01000200003136054
102018000070102027370000000012          2118017
10201800007210102792200345701 01000400004113009
10201800007310302792200345701 01000200004113009
102018000074101026847000000011          1110104
10201800007510102451500320601 01000200003106001
10201800007610302484100289801 01000500034108002
10201800007710202552600345401 01000200004138003
10201800007810202180100428201 01000100001101060
10201800007910302401500325901 01000200003121008
10201800008110202377700497701 01000100002133004
10201800008210302394100307801 01000300002127031
102018000083103024441000000011          3106061
102018000085102023141000000012          1124001
10201800008710202666500373301 02000200004108092
10201800008910202371400349501 01000100003102041
10201800009110100701400098001 02000200003120005
10201800009210302689200320401 01000400022117025
10201800009310202259900395501 01000100002118010
102018000094102023141000000011          1124003
102018000095103023055000000011          2131033
10201800009710102685500433801 01000600041116018
10201800009910302189200437801 01000200014111047
10201800010010302401700360301 01000500033121005
10201800010210302610200476001 01000200004143035
10201800010310102508400303101 01000200003106061
10201800010410302631500325101 01000300013149018
10201800010510102376800300201 01000300012147049
10201800010610202393100340101 01000200002131020
10201800010710202401500408301 01000200003139008
10201800010810102431000468801 01000100001148003
102018000109102027016000000015          2118016
102018000110101023981000000011          3149055
10201800011110202574300357101 01000100003135021
10201800011210302748600412301 01000100004123022
10201800011310302133000337701 01000300001105048
10201800011410102433800464601 01000200003106003
10201800011510302508400303101 01000200003106061
10201800011810202552600382901 01000200004138001
10201800011910302621600498101 01000700053139024
10201800012010202432700312801 01000200003136009
102018000121101028094000000015          4138057
102018000122103024182000000015          2109038
102018000123103024020000000011          2107032
10201800012410302584900303101 01000500023150022
10201800012510102584900355401 01000600033135024
10201800012610102325900314701 01000200002146020
10201800012710102312700504601 01000500032117036
10201800012810202207300331101 01000400021112001
10201800012910102755700482201 01000200004111036
102018000130101026216000000011          3136026
10201800013110102377700348401 01000100002133001
10201800013210102391400289501 01000300011110066
102018000133101024066000000015          1105060
102018000134101027922000000011          4113003
10201800013610302367000315601 01000100003104010
102018000137102024015000000011          3139008
10201800013810102792200345701 01000500004113009
102018000139103024066000000015          1140062
10201800014110102792200411501 01000300004119010
10201800014210202584900319301 01000200003130024
10201800014310302781400556301 01000100003144008
102018000144101023475000000012          2133033
102018000145103022762000000011          3136053
102018000146101022987000000011          2118026
10201800014710202357100377101 01000200003132009
102018000148102024020000000011          2107032
102018000150103023127000000011          2117036
10201800015110102792200352701 01000400024129008
102018000152101027045000000055          2147002
102018000153102024182000000011          3115024
10201800015410102201500234805 01000400023149029
10201800015610202431000486201 01000300011101003
10201800015710302572900590501 01000500013115022
10201800015810102408800722701 01000200002118009
102018000159103025743000000015          3150021
102018000160103026416000000012          4111010
102018000161102022427000000011          4151051
10201800016210302313400354701 01000500012127026
102018000163101023811000000051          3126004
102018000164103022779000000011          1105002
10201800016610102681300306405 01000400013106035
102018000167102025729000000011          3115022
10201800016810302506000300701 01000300003144027
10201800016910102432700421701 01000200003120010
10201800017110302454700332101 01000400012107078
102018000172103028753000000011          4129045
102018000174103021801000000011          1124064
102018000175101012061000000011          4123016
10201800017710302792200411501 01000300004119010
10201800017810202530600327501 01000300003126002
10201800017910302357100297701 01000200003104009
102018000180102024020000000015          2107031
10201800018110202409700569601 01000100002109015
10201800018210202325100274801 01000100002118031
102018000183101026892000000011          2117024
10201800018410202401500325901 01000200003121008
102018000185103024017000000011          3121005
10201800018610302483600496701 01000100004100092
10201800018710102388300365801 01000200003139019
102018000188103026847000000011          1101102
10201800018910203113600449701 01000100003126034
10201800019010202180100434301 01000200001124064
102018000191102024015000000011          3139008
10201800019210202792200385601 01000200004129006
10201800019310302533600329401 01000200004108080
10201800019410202552600345401 01000200004138003
10201800019510102369800368601 01000200003135011
10201800019610102229500427301 01000200001140001
102018000199102025270000000012          2118002
102018000200101016433000000011          1128010
10201800020310202180100455001 01000200001124067
10201800020410102195500315601 01000400023144050
10201800020510102418200285801 01000100003115021
10201800020610102261700306001 01000200003144007
10201800020710201068100160201 01000300002147075
10201800020810102544500302901 01000300014100004
10201800020910202454700453201 01000100002107074
10201800021210302532100548601 01000300013102042
102018000214101027922000000011          4119010
10201800021510202850000587801 01000400024111012
10201800021610102501100327101 01000200003122045
10201800021710202298700357601 01000400022118026
102018000218102026404000000011          4113005
10201800021910302454700332101 02000400012107078
102018000220103025084000000015          3106061
102018000221102026683000000011          2146014
10201800022210302778400302001 01000400024113008
102018000223103024310000000011          1148003
102018000224102024627000000011          3103046
102018000225103027281000000012          1125018
102018000226102028500000000011          4111012
10201800022710202426500485305 01000200003149001
102018000228102026216000000011          3139024
10201800022910202405400387501 01000100003115010
102018000230102023139000000011          3122014
10201800023110202809400354901 01000200004138057
10201800023310102778400341001 01000100004129004
10201800023410102681300306401 01000100003106035
10201800023510202169600379701 01000100003144048
10201800023610302792200352701 01000100004129008
10201800023710202180100455001 01000300011110064
10201800023810302371400349501 01000500023102041
10201800023910202276200404701 01000100003120053
